cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age_(day),concrete_compressive_strength
1.7369883779686712,-0.14035087719298245,0.0,-0.9001139384732245,-0.36,0.8787878787878788,-1.0623084780388141,0.0,61.88736576
0.0063163213744315315,0.6596491228070176,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.1235955056179765,1.2653061224489797,47.02984744
0.7263769580596261,0.5263157894736842,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,0.0,36.44776979
0.0063163213744315315,0.6596491228070176,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.1235955056179765,0.0,45.85429086
1.3264274886306215,-0.14035087719298245,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,0.0,39.28978986
-0.4194037392622537,0.7887719298245615,0.0,0.23927079377136404,-0.61,0.10505050505050482,0.4647599591419812,1.2653061224489797,38.07424367
-0.4194037392622537,0.7887719298245615,0.0,0.23927079377136404,-0.61,0.10505050505050482,0.4647599591419812,0.0,28.02168359
-0.47372410308236484,1.1929824561403508,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.1235955056179765,1.2653061224489797,42.32693164
0.24633653360282973,0.3929824561403509,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.1235955056179765,0.0,47.81378165
0.7263769580596261,-0.14035087719298245,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.1235955056179765,1.2653061224489797,52.90831981
-0.7920667003537141,1.3291228070175438,0.0,0.23927079377136404,-0.61,0.797979797979798,0.27477017364657763,1.2653061224489797,39.35804798
0.7263769580596261,0.5263157894736842,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,1.2653061224489797,40.56325203
-0.7920667003537141,1.3291228070175438,0.0,0.23927079377136404,-0.61,0.797979797979798,0.27477017364657763,0.0,28.23748958
-0.7920667003537141,1.3291228070175438,0.0,0.23927079377136404,-0.61,0.797979797979798,0.27477017364657763,-0.5102040816326531,8.06342182
1.0264022233451238,0.19298245614035087,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,0.0,37.42751518
1.3264274886306215,-0.14035087719298245,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,-0.42857142857142855,38.60376124
-0.17369883779686712,1.5263157894736843,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,0.0,30.07976945
0.4263516927741284,0.8596491228070176,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,1.2653061224489797,37.72192144
1.3264274886306215,-0.14035087719298245,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,1.2653061224489797,42.22902605
0.4863567458312279,0.12631578947368421,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.1235955056179765,1.2653061224489797,50.45930106
1.0264022233451238,0.19298245614035087,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,1.2653061224489797,41.54299743
1.0264022233451238,0.19298245614035087,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,-0.42857142857142855,35.07640202
0.5305709954522486,-0.14035087719298245,0.0,0.23927079377136404,-0.61,0.797979797979798,0.27477017364657763,-0.5102040816326531,15.04919265
-0.17369883779686712,1.5263157894736843,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,-0.42857142857142855,26.25800398
0.7263769580596261,0.5263157894736842,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,-0.42857142857142855,32.82319446
-0.17369883779686712,1.5263157894736843,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,1.2653061224489797,33.11691123
0.24633653360282973,0.3929824561403509,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.1235955056179765,1.2653061224489797,49.18514941
-0.7920667003537141,1.3291228070175438,0.0,0.23927079377136404,-0.61,0.797979797979798,0.27477017364657763,-0.42857142857142855,14.58931216
-0.4194037392622537,0.7887719298245615,0.0,0.23927079377136404,-0.61,0.10505050505050482,0.4647599591419812,-0.42857142857142855,14.63826496
-0.4194037392622537,0.7887719298245615,0.0,0.23927079377136404,-0.61,0.10505050505050482,0.4647599591419812,-0.5102040816326531,9.131420144
0.4263516927741284,0.8596491228070176,0.0,1.6065324724648704,-0.61,-0.36363636363636365,-1.899897854954033,0.0,33.01900564
